row_id,partner_id,partner_name,partner_type,click_date,clicks,conversions,revenue,commission_paid,campaign,device_type,region
457,PTR004,InfluenceHer,Influencer,26-01-2025,1131,17,2836.23,425.43,Spring Sale 2025,Mobile,DE
458,PTR003,Tech Review Hub,Content Site,09/01/2025,1856,82,4171.96,417.2,Black Friday 2025,Mobile,AU
459,PTR005,DealSeeker247,Coupon Site,06-05-2025,1149,79,8503.81,1700.76,Black Friday 2025,,US
460,PTR014,OutdoorLifeReview,Content Site,10/04/2025,2608,51,1619.27,323.85,Summer Clearance 2025,Tablet,DE
461,PTR011,ParentingPulse,Content Site,11/29/2025,2001,106,11612.78,929.02,Holiday Gift Guide 2025,Tablet,US
462,PTR002,Coupon King,Coupon Site,02/02/2025,1648,78,15183.12,1518.31,New Year Refresh 2026,Desktop,US
463,PTR018,WellnessWeekly,Influencer,2026-06-07,2822,208,11139.46,1113.95,Holiday Gift Guide 2025,Mobile,AU
464,PTR004,InfluenceHer,Influencer,02/08/2026,2423,43,,107.94,New Year Refresh 2026,Desktop,US
465,PTR016,PetLoversHub,Content Site,22-11-2025,2483,46,4438.97,887.79,Back to School 2025,Desktop,
466,PTR013,BudgetBeautyBlog,Influencer,09-10-2025,2680,18,720.37,144.07,Holiday Gift Guide 2025,Mobile,AU
467,PTR015,CampusCoupons,Coupon Site,03/30/2026,3528,215,5879.65,1175.93,Summer Clearance 2025,Tablet,AU
468,PTR004,InfluenceHer,Influencer,05/26/2025,1078,21,1870.82,149.67,Black Friday 2025,Mobile,US
469,PTR010,SavvyShopperNet,Loyalty/Cashback,09/05/2025,2702,133,14238.8,2135.82,Holiday Gift Guide 2025,Tablet,DE
470,PTR005,DealSeeker247,Coupon Site,2026-04-08,3685,578,123316.33,12331.63,Holiday Gift Guide 2025,Tablet,UK
471,PTR005,DealSeeker_247,Coupon Site,2026-04-30,3218,104,15609.51,1560.95,Spring Sale 2025,Tablet,US
472,PTR001,StyleBlog Daily,Content Site,06-12-2025,830,26,4666.92,466.69,New Year Refresh 2026,Tablet,CA
473,PTR007,FitLifeCoach,Influencer,2026-03-11,847,109,"$18,956.99",3791.4,New Year Refresh 2026,Tablet,UK
474,PTR004,InfluenceHer,Influencer,06/10/2026,3593,262,27711.1,3325.33,Black Friday 2025,Desktop,AU
475,PTR001,StyleBlog Daily,Content Site,15-06-2026,3121,202,12014.22,1201.42,New Year Refresh 2026,Tablet,UK
476,PTR001,StyleBlog Daily,Content Site,28-04-2025,3629,162,6134.65,736.16,New Year Refresh 2026,Tablet,US
477,PTR011,ParentingPulse,Content Site,06/04/2025,284,29,3950.99,$395.10,Black Friday 2025,Desktop,
478,PTR019,GamerGearReviews,Content Site,06-07-2025,2706,91,18571.48,2785.72,Black Friday 2025,,AU
479,PTR004,InfluenceHer,Influencer,2025-11-13,3027,64,2764.73,331.77,Summer Clearance 2025,Desktop,CA
480,PTR019,GamerGearReviews,Content Site,22-11-2025,2862,258,22470.47,3370.57,Holiday Gift Guide 2025,Desktop,AU
481,PTR008,TravelWithMe,Content Site,02/20/2026,1862,29,3313.87,265.11,New Year Refresh 2026,Desktop,CA
482,PTR002,Coupon King,Coupon Site,02/12/2025,3828,270,30252.68,1512.63,Back to School 2025,Desktop,AU
483,PTR003,TechReviewHub,Content Site,02/21/2026,2279,224,25898.52,1294.93,New Year Refresh 2026,Desktop,AU
484,PTR015,CampusCoupons,Coupon Site,03/02/2026,1187,149,24490.26,2938.83,Summer Clearance 2025,Mobile,UK
485,PTR005,DealSeeker247,Coupon Site,2026-02-24,959,91,1543.99,1786.88,Summer Clearance 2025,Mobile,US
486,PTR017,AutoDealsDaily,Affiliate,2025-01-23,2459,226,47672.35,2383.62,Black Friday 2025,Tablet,AU
487,PTR019,GamerGearReviews,Content Site,03/04/2026,629,23,1503.62,225.54,Black Friday 2025,Desktop,US
488,PTR005,Deal Seeker 247,Coupon Site,2025-06-17,1121,130,3248.25,324.83,Summer Clearance 2025,Tablet,UK
489,PTR010,SavvyShopperNet,Loyalty/Cashback,03/31/2025,1670,195,"$5,990.81",479.26,Spring Sale 2025,Tablet,CA
490,PTR001,StyleBlog Daily,Content Site,17-08-2025,948,31,"$5,347.85",$534.79,Black Friday 2025,Mobile,DE
491,PTR014,OutdoorLifeReview,Content Site,2025-09-02,1006,55,7689.59,768.96,Spring Sale 2025,Mobile,CA
492,PTR011,ParentingPulse,Content Site,2025-07-28,3094,0,0.0,0.0,Black Friday 2025,Tablet,
493,PTR001,StyleBlog Daily,Content Site,07-01-2026,1946,121,10480.57,838.45,Black Friday 2025,Tablet,CA
494,PTR008,TravelWithMe,Content Site,19-07-2025,1387,134,2300.58,$115.03,Spring Sale 2025,Desktop,US
495,PTR006,HomeAndGardenTips,Content Site,05-01-2025,409,61,6851.32,"$1,370.26",Spring Sale 2025,Tablet,US
496,PTR014,OutdoorLifeReview,Content Site,06/09/2025,86,2,401.65,40.16,New Year Refresh 2026,Tablet,CA
497,PTR020,EcoLivingToday,Content Site,10/06/2025,2661,240,"$45,591.32","$3,647.31",Black Friday 2025,Tablet,UK
498,PTR020,EcoLivingToday,Content Site,12-12-2025,173,1,146.5,21.97,Black Friday 2025,Tablet,AU
499,PTR013,BudgetBeautyBlog,Influencer,06/05/2025,3956,281,54314.09,6517.69,New Year Refresh 2026,Mobile,US
500,PTR014,OutdoorLifeReview,Content Site,08/14/2025,2418,321,15321.38,"$1,838.57",Back to School 2025,Mobile,CA
501,PTR008,TravelWithMe,Content Site,2026-03-10,595,15,1480.75,222.11,Spring Sale 2025,Tablet,US
502,PTR020,EcoLivingToday,Content Site,2025-07-05,3506,204,8592.61,429.63,Black Friday 2025,Mobile,
503,PTR010,SavvyShopperNet,Loyalty/Cashback,06/30/2026,1646,44,2094.36,251.32,New Year Refresh 2026,Mobile,US
504,PTR004,InfluenceHer,Influencer,2025-06-22,1494,77,16792.59,839.63,Black Friday 2025,Tablet,DE
505,PTR009,GadgetGuru,Content Site,03/01/2026,1856,229,22346.83,4469.37,Black Friday 2025,,US
506,PTR015,CampusCoupons,Coupon Site,02-06-2025,2378,52,5991.62,$299.58,New Year Refresh 2026,,US
507,PTR007,FitLifeCoach,Influencer,24-02-2026,2274,157,11415.82,913.27,Holiday Gift Guide 2025,Tablet,DE
508,,,,,,,,,,,
509,PTR003,TechReviewHub,Content Site,03/15/2025,1009,73,11934.25,$954.74,Spring Sale 2025,,US
510,PTR010,SavvyShopperNet,Loyalty/Cashback,11/10/2025,2473,66,7039.66,1407.93,Black Friday 2025,Tablet,US
511,PTR015,CampusCoupons,Coupon Site,20-09-2025,1967,153,19922.7,1992.27,Spring Sale 2025,Mobile,AU
512,PTR019,GamerGearReviews,Content Site,26-06-2026,1527,66,2170.24,$108.51,Holiday Gift Guide 2025,Mobile,UK
513,PTR005,Deal Seeker 247,Coupon Site,07/22/2025,1624,57,9451.28,756.1,Back to School 2025,Desktop,US
514,PTR008,TravelWithMe,Content Site,03/23/2026,3446,242,27440.52,3292.86,Holiday Gift Guide 2025,Desktop,US
515,PTR010,SavvyShopperNet,Loyalty/Cashback,24-04-2026,3318,198,10806.07,864.49,Spring Sale 2025,Desktop,US
516,PTR009,GadgetGuru,Content Site,01-01-2026,654,68,"$12,267.01",1226.7,Holiday Gift Guide 2025,Mobile,AU
517,PTR016,PetLoversHub,Content Site,15-06-2025,853,92,3814.76,305.18,Black Friday 2025,Mobile,US
518,PTR016,PetLoversHub,Content Site,2025-01-29,587,47,3645.25,364.53,Spring Sale 2025,Mobile,US
519,PTR020,EcoLivingToday,Content Site,02-05-2025,948,26,3988.97,$478.68,Black Friday 2025,Tablet,
520,PTR016,PetLoversHub,Content Site,04/28/2025,1866,49,"$7,165.97",716.6,Back to School 2025,Mobile,DE
521,PTR015,CampusCoupons,Coupon Site,06/30/2026,2242,259,38041.5,7608.3,Summer Clearance 2025,Mobile,US
522,PTR002,Coupon King,Coupon Site,11-06-2025,208,9,1031.05,123.73,Spring Sale 2025,Tablet,AU
523,PTR009,GadgetGuru,Content Site,07-07-2025,2803,107,"$6,756.68",$540.53,Summer Clearance 2025,Mobile,AU
524,PTR012,FoodieFinds,Content Site,03/21/2026,3815,292,43455.36,6518.3,Back to School 2025,Mobile,DE
525,PTR018,WellnessWeekly,Influencer,12/05/2025,2883,92,14983.42,1498.34,Summer Clearance 2025,Mobile,CA
526,PTR015,CampusCoupons,Coupon Site,2025-06-14,4463,0,0.0,$0.00,Holiday Gift Guide 2025,Tablet,US
527,PTR019,GamerGearReviews,Content Site,23-11-2025,2454,180,35033.93,7006.79,Back to School 2025,Desktop,DE
528,PTR012,FoodieFinds,Content Site,12-05-2025,2689,63,3444.03,413.28,Holiday Gift Guide 2025,Tablet,US
529,PTR001,StyleBlog Daily,Content Site,02/10/2026,4785,0,0.0,0.0,Black Friday 2025,Mobile,
530,PTR016,PetLoversHub,Content Site,24-04-2026,3834,332,52460.21,4196.82,New Year Refresh 2026,Tablet,US
531,PTR020,EcoLivingToday,Content Site,09/04/2025,3743,151,16491.0,43029.41,Holiday Gift Guide 2025,Tablet,US
532,PTR012,FoodieFinds,Content Site,02-03-2026,2254,273,50299.9,4023.99,Black Friday 2025,Tablet,UK
533,PTR008,TravelWithMe,Content Site,29-09-2025,315,8,960.98,192.2,Spring Sale 2025,Mobile,US
534,PTR001,StyleBlog Daily,Content Site,05/27/2025,2246,306,35886.77,4306.41,Spring Sale 2025,Mobile,US
535,PTR008,TravelWithMe,Content Site,08/16/2025,1750,132,10214.09,,Black Friday 2025,Tablet,US
536,PTR011,ParentingPulse,Content Site,02/28/2026,1247,195,40231.67,4023.17,Summer Clearance 2025,Mobile,AU
537,PTR017,AutoDealsDaily,Affiliate,05-03-2026,2819,242,"$27,257.37",1362.87,Holiday Gift Guide 2025,Tablet,US
538,PTR019,GamerGearReviews,Content Site,06/16/2026,3576,214,22516.31,2701.96,Summer Clearance 2025,Mobile,DE
539,PTR005,DealSeeker247,Coupon Site,12/17/2025,2337,178,34138.75,2731.1,New Year Refresh 2026,Desktop,US
540,PTR005,DealSeeker247,Coupon Site,2025-10-08,67,2,252.44,$37.87,Back to School 2025,Tablet,CA
541,PTR001,StyleBlog Daily,Content Site,11/05/2025,2715,204,32364.38,3883.73,New Year Refresh 2026,Tablet,UK
542,PTR020,EcoLivingToday,Content Site,01/11/2025,1577,100,"$3,576.20",715.24,Holiday Gift Guide 2025,Desktop,US
543,PTR013,BudgetBeautyBlog,Influencer,2025-04-02,3496,166,24513.13,"$4,902.63",Black Friday 2025,Desktop,US
544,PTR004,InfluenceHer,Influencer,04/13/2025,686,40,"$7,128.38",712.84,Summer Clearance 2025,Mobile,DE
545,PTR011,ParentingPulse,Content Site,2025-11-23,1614,117,9822.92,1473.44,Spring Sale 2025,Desktop,US
546,PTR016,PetLoversHub,Content Site,28-04-2026,1696,72,14637.74,$731.89,Spring Sale 2025,Tablet,US
547,PTR006,HomeAndGardenTips,Content Site,01/19/2025,2807,162,34917.49,5237.62,Back to School 2025,Tablet,US
548,PTR015,CampusCoupons,Coupon Site,22-12-2025,3456,164,"$29,691.69",2375.34,New Year Refresh 2026,Tablet,CA
549,PTR003,Tech Review Hub,Content Site,01-12-2025,1706,43,9208.68,1381.3,Back to School 2025,Mobile,US
550,PTR004,InfluenceHer,Influencer,06/01/2025,621,47,"$3,529.69",705.94,Back to School 2025,Desktop,CA
551,PTR003,TechReviewHub,Content Site,14-03-2026,1145,32,5515.03,551.5,New Year Refresh 2026,Desktop,DE
552,PTR015,CampusCoupons,Coupon Site,21-05-2026,3966,585,"$21,096.53",1687.72,Spring Sale 2025,Mobile,US
553,PTR014,OutdoorLifeReview,Content Site,2026-01-13,3700,229,41723.25,3337.86,Summer Clearance 2025,,US
554,PTR017,AutoDealsDaily,Affiliate,2026-01-06,1817,26,5419.62,$270.98,Black Friday 2025,Mobile,DE
555,PTR011,ParentingPulse,Content Site,05/16/2025,3530,207,10436.51,1252.38,Holiday Gift Guide 2025,Mobile,UK
556,PTR017,AutoDealsDaily,Affiliate,02-05-2026,3378,169,14522.42,1161.79,New Year Refresh 2026,Mobile,AU
557,PTR012,FoodieFinds,Content Site,23-06-2026,1984,98,9525.01,1428.75,Summer Clearance 2025,Mobile,AU
558,PTR013,BudgetBeautyBlog,Influencer,12/31/2025,2735,146,10537.2,1264.46,Black Friday 2025,Desktop,US
559,PTR013,BudgetBeautyBlog,Influencer,03/27/2026,1393,89,18199.04,"$2,729.86",Black Friday 2025,Tablet,UK
560,PTR010,SavvyShopperNet,Loyalty/Cashback,01/25/2026,2190,82,"$16,070.07",1928.41,Summer Clearance 2025,Desktop,US
561,PTR010,SavvyShopperNet,Loyalty/Cashback,05-04-2025,1642,32,"$2,609.98",313.2,New Year Refresh 2026,Tablet,UK
562,PTR014,OutdoorLifeReview,Content Site,10/25/2025,778,109,22618.79,2261.88,Spring Sale 2025,Tablet,US
563,PTR015,CampusCoupons,Coupon Site,2025-11-15,2960,185,14270.09,2140.51,Black Friday 2025,Desktop,AU
564,PTR014,OutdoorLifeReview,Content Site,2025-09-05,3692,26,4603.42,690.51,Summer Clearance 2025,Desktop,US
565,PTR004,InfluenceHer,Influencer,01-08-2025,3681,461,7418.14,$890.18,Summer Clearance 2025,Mobile,UK
566,PTR015,CampusCoupons,Coupon Site,11-05-2025,6227,0,0.0,0.0,Spring Sale 2025,Mobile,US
567,PTR013,BudgetBeautyBlog,Influencer,02-04-2026,2361,64,6133.51,$490.68,New Year Refresh 2026,Tablet,US
568,PTR016,PetLoversHub,Content Site,03-01-2026,1234,174,"$9,071.12",453.56,Holiday Gift Guide 2025,Tablet,US
569,PTR003,Tech Review Hub,Content Site,31-01-2025,966,48,1320.8,66.04,Summer Clearance 2025,,US
570,PTR001,StyleBlog Daily,Content Site,03-11-2025,429,6,221.65,33.25,Summer Clearance 2025,Tablet,US
571,PTR018,WellnessWeekly,Influencer,03-02-2025,1427,82,17645.09,3529.02,Spring Sale 2025,Tablet,
572,PTR007,FitLifeCoach,Influencer,2025-06-03,1348,93,15063.04,1807.56,Black Friday 2025,Mobile,US
573,PTR013,BudgetBeautyBlog,Influencer,14-03-2026,1348,77,3374.56,$337.46,Black Friday 2025,Desktop,US
574,PTR016,PetLoversHub,Content Site,12-12-2025,1764,126,10032.23,802.58,Holiday Gift Guide 2025,Desktop,DE
575,PTR010,SavvyShopperNet,Loyalty/Cashback,08/28/2025,2689,39,"$1,208.12",$181.22,Spring Sale 2025,Mobile,US
576,PTR016,PetLoversHub,Content Site,11/21/2025,1433,197,14577.37,2186.61,Back to School 2025,Desktop,DE
577,PTR020,EcoLivingToday,Content Site,01/28/2025,1990,176,12664.78,1013.18,Spring Sale 2025,Desktop,US
578,PTR008,TravelWithMe,Content Site,01/20/2025,3207,257,21980.44,3297.07,Summer Clearance 2025,Desktop,
579,PTR007,FitLifeCoach,Influencer,10-05-2025,2089,144,15285.31,1222.82,Summer Clearance 2025,Mobile,US
580,PTR009,GadgetGuru,Content Site,2026-02-27,3045,69,3539.77,424.77,Back to School 2025,Tablet,US
